,Age,MaritalStatus,Occupation,WeeklyWorkingHours,WorkLifeBalance,EducationLevel,InvestmentOutcome,Income
2354,40,1,6,50,1,2,4,1
3650,40,0,5,40,0,1,3,0
17442,28,1,0,20,1,3,2,0
14616,25,1,5,38,2,1,2,0
30416,41,1,6,45,1,4,2,0
7420,46,0,1,40,0,1,2,1
9287,65,0,4,40,2,1,2,0
8005,22,1,1,40,1,1,2,0
4569,46,1,1,40,1,2,2,0
4005,39,1,1,40,0,1,3,0
29046,31,0,1,40,0,1,2,0
29880,49,1,1,40,1,1,2,0
23594,38,1,3,43,0,4,2,0
9346,21,1,0,45,1,1,2,0
17443,74,0,1,40,0,0,2,0
21759,26,1,5,45,1,3,2,0
9314,25,1,1,20,2,1,2,0
16236,38,0,6,50,0,2,2,1
11873,28,1,1,40,1,1,2,0
20179,18,1,1,40,2,0,2,0
790,25,0,3,40,1,2,0,1
9956,33,1,1,40,1,2,2,0
27592,23,1,5,40,2,3,2,0
5742,53,0,6,45,1,1,2,1
29827,36,1,1,40,2,1,2,0
11124,36,0,0,40,1,1,2,0
3432,36,0,1,55,2,1,3,0
16238,20,1,0,25,1,1,2,0
7718,29,1,5,40,2,1,2,0
15167,24,1,4,40,2,3,2,0
20088,44,0,6,40,1,3,2,0
984,61,0,3,40,1,3,0,1
15279,47,0,3,40,0,6,2,1
8942,46,0,1,45,0,0,2,0
11640,29,1,1,40,2,1,2,0
31357,23,1,1,40,1,1,2,0
30923,39,0,4,40,1,1,2,1
18939,46,1,4,42,1,1,2,0
3689,47,0,1,40,2,1,3,1
25931,31,1,5,40,1,1,2,0
17011,30,1,4,25,2,1,2,0
10380,30,1,0,40,1,3,2,0
26341,49,1,0,30,0,2,2,0
20603,26,1,1,30,2,0,2,0
23449,36,0,1,40,1,0,2,0
1464,25,1,6,40,1,3,0,0
8096,37,1,3,38,0,3,2,0
4484,65,0,1,16,1,1,2,0
13064,35,1,1,65,1,1,2,0
30825,25,1,0,40,0,1,2,0
1658,55,0,6,40,0,5,4,1
18063,41,1,1,40,0,0,2,0
22963,37,1,1,40,0,1,2,0
30644,24,1,1,50,1,1,2,0
13053,17,1,5,16,1,0,2,0
15793,44,0,1,45,1,1,2,1
11448,27,0,1,45,2,1,2,0
7532,24,1,1,50,0,3,2,0
21738,64,0,1,40,1,1,2,0
10701,37,1,3,36,1,3,2,0
18624,46,0,6,40,1,1,2,1
21269,28,1,5,50,0,3,2,0
7975,32,0,0,40,2,1,2,0
9120,19,1,4,30,1,1,2,0
1376,25,1,4,37,2,1,0,0
26158,24,1,1,40,1,0,2,0
9902,26,1,4,40,2,1,2,0
10090,54,1,5,40,1,1,2,0
9420,62,0,1,24,1,0,2,0
2074,38,0,3,40,1,3,4,1
21763,56,0,4,30,1,0,2,1
5229,24,1,1,40,0,1,2,0
24349,46,0,6,40,0,2,2,1
30563,24,0,1,60,1,1,2,0
11395,42,0,5,40,2,1,2,0
14717,63,0,6,40,2,1,2,0
4261,48,1,1,40,0,0,2,0
3652,37,0,3,30,2,1,3,0
15212,35,1,5,45,0,3,2,0
22208,46,0,1,45,2,0,2,0
1271,26,1,1,40,1,1,0,0
8363,31,0,3,50,1,1,2,1
9577,27,0,1,40,0,1,2,0
3202,58,1,3,40,2,3,3,1
10004,21,1,0,25,1,0,2,0
9101,26,1,6,40,0,3,2,0
14974,27,1,4,40,0,2,2,0
21349,36,0,1,48,1,1,2,0
10644,25,0,1,35,2,1,2,0
6633,27,1,3,50,0,4,2,0
24670,45,1,0,48,0,1,2,0
28001,24,1,5,40,1,1,2,0
16484,31,1,1,37,1,0,2,0
26415,58,1,3,40,1,1,2,0
4902,23,1,5,56,1,2,2,0
16117,34,1,0,40,1,1,2,0
14290,64,0,5,25,1,0,2,0
19715,36,1,1,40,1,1,2,0
12924,44,1,1,40,2,1,2,0
14620,31,0,1,45,0,1,2,0
14465,31,0,5,40,2,0,2,0
27933,39,0,1,40,1,1,2,0
19964,32,1,5,40,0,1,2,0
18360,52,0,1,40,1,1,2,1
22396,46,1,3,43,2,4,2,0
13045,47,1,1,40,2,3,2,0
27907,28,1,6,40,2,3,2,0
11045,43,0,4,43,1,1,2,1
9741,34,1,5,40,1,1,2,0
17490,42,1,3,40,2,2,2,0
5485,51,0,6,45,1,1,2,1
16601,32,0,4,40,1,1,2,0
24757,70,0,6,40,1,1,2,1
5329,22,1,1,35,1,1,2,0
17659,51,1,1,30,1,2,2,0
14288,30,1,3,20,1,6,2,0
4051,47,1,0,40,2,1,3,0
15634,48,1,0,43,1,1,2,0
14043,24,1,0,20,2,1,2,0
2443,34,0,3,55,0,4,4,1
1302,47,1,1,40,1,1,0,0
18675,28,1,1,60,1,3,2,0
21534,28,1,0,40,0,1,2,0
3816,42,0,1,45,2,1,3,0
14218,42,0,1,40,0,1,2,0
24791,19,1,1,52,0,1,2,0
30175,24,1,5,40,0,1,2,0
26558,27,1,1,45,2,0,2,0
11440,46,1,1,50,0,0,2,0
26288,54,0,0,40,1,1,2,1
21939,39,0,5,40,1,0,2,0
1784,38,0,4,60,0,3,4,1
10972,33,1,1,40,2,1,2,0
22190,38,0,1,40,2,1,2,1
18023,59,1,6,60,1,1,2,0
892,39,0,6,40,1,3,0,1
3156,57,0,4,50,1,1,4,0
7898,26,1,3,40,1,3,2,0
13073,29,1,4,50,0,1,2,0
13134,18,1,1,30,1,1,2,0
18289,40,1,1,35,2,0,2,0
19292,60,0,5,40,2,1,2,0
2237,59,0,6,50,0,3,4,1
17859,30,1,1,45,1,1,2,0
18731,23,1,3,40,1,3,2,0
20619,22,1,1,50,2,2,2,0
6801,61,0,4,44,1,1,2,1
3244,55,1,0,20,1,1,3,0
28620,26,1,4,65,1,2,2,0
9815,58,0,4,40,0,1,2,0
839,50,0,1,50,1,3,0,1
11762,60,1,1,48,0,0,2,0
13332,20,1,5,40,1,0,2,0
32501,26,1,1,65,1,1,2,0
2799,40,0,0,48,0,3,4,1
3496,29,1,0,40,1,2,3,0
7626,36,0,1,48,0,1,2,0
25875,25,1,1,35,1,1,2,0
23035,38,0,1,50,2,2,2,1
12209,32,0,6,60,1,3,2,1
5896,90,0,6,45,1,3,2,0
6412,20,1,5,25,1,1,2,0
25202,36,0,4,40,1,3,2,1
26813,57,1,3,50,1,6,2,0
4372,28,1,6,40,0,1,2,0
8457,34,1,6,30,1,1,2,0
28373,42,1,6,35,0,3,2,0
16080,30,1,4,65,2,3,2,0
28153,33,0,1,40,1,3,2,0
11860,36,0,4,40,1,1,2,0
22052,24,1,6,38,0,1,2,0
18191,23,1,0,25,1,1,2,0
14,51,1,1,40,0,6,0,1
30152,25,1,0,40,0,2,2,0
5101,38,0,3,40,1,1,2,1
2963,38,1,0,35,1,1,4,0
17270,22,1,5,39,1,1,2,0
11890,32,0,1,19,0,0,2,0
21381,33,0,4,60,2,1,2,1
24367,68,1,1,20,1,0,2,0
6325,61,0,1,52,1,1,2,1
24934,41,0,1,40,0,1,2,0
21238,21,1,1,20,0,0,2,0
23055,30,1,4,40,1,2,2,0
10565,40,1,3,40,0,3,2,0
8607,62,0,1,45,1,1,2,1
18778,53,0,3,40,1,4,2,1
27869,19,1,5,40,0,1,2,0
29907,21,1,0,40,0,1,2,0
116,78,0,6,40,0,3,0,1
2772,34,0,3,45,1,2,4,1
11817,23,1,0,30,1,2,2,0
23752,28,0,1,40,1,1,2,0
23296,40,0,1,40,0,1,2,1
24397,28,1,5,24,0,1,2,0
7501,26,0,5,40,0,1,2,0
27230,22,1,1,50,2,0,2,0
5,34,1,5,45,1,1,0,0
23458,37,1,5,40,2,1,2,0
26517,55,1,5,30,1,1,2,0
5350,63,1,5,30,1,0,2,0
23525,20,1,0,40,0,1,2,0
21055,41,1,1,40,2,0,2,0
5779,50,1,3,38,1,4,2,0
9398,24,1,4,35,1,0,2,0
500,36,0,3,44,0,4,0,1
19625,31,1,0,35,0,2,2,0
478,40,0,3,20,1,6,0,1
30356,19,1,0,20,1,1,2,0
16477,40,0,5,30,1,1,2,0
24474,21,1,4,35,1,1,2,0
25167,34,0,0,18,1,2,2,0
22044,57,0,1,40,0,1,2,0
31471,23,1,6,40,1,3,2,0
12362,69,0,4,48,1,1,2,0
20927,82,1,1,20,1,0,2,0
2077,41,0,6,40,2,5,4,1
4496,26,1,4,40,1,3,2,0
9735,57,0,1,40,1,1,2,1
17264,59,0,1,40,0,0,2,0
5200,29,0,5,40,0,1,2,0
28909,69,0,1,16,0,1,2,0
31077,32,0,5,37,0,0,2,0
12909,37,1,1,40,2,1,2,0
8510,40,0,4,60,2,1,2,1
18909,28,0,0,40,1,1,2,0
22728,53,0,1,45,1,0,2,0
28570,62,0,6,45,2,2,2,1
11844,47,0,5,48,0,2,2,1
20521,25,0,5,40,2,1,2,0
8214,55,0,6,60,0,6,2,1
24999,44,1,0,40,2,3,2,0
19323,55,0,1,40,1,2,2,1
18618,26,1,3,40,1,3,2,0
5407,40,1,1,55,1,0,2,0
14650,35,0,5,40,0,1,2,0
20346,39,0,1,50,2,1,2,0
7698,40,0,1,40,1,1,2,1
10049,36,0,3,45,0,3,2,0
28383,29,1,0,45,2,3,2,0
930,26,1,6,38,1,3,0,0
26014,66,1,0,20,0,1,2,0
20814,57,1,5,30,1,1,2,0
13440,32,1,0,40,2,1,2,0
26051,21,0,1,20,1,1,2,0
5835,32,0,3,45,1,3,2,1
19074,57,0,1,40,2,0,2,0
8010,43,0,1,40,1,1,2,0
17074,38,1,0,38,1,1,2,0
13800,30,1,1,40,0,1,2,0
8174,37,0,1,51,1,1,2,0
14036,28,1,6,40,2,2,2,0
25379,19,1,5,40,1,1,2,0
610,46,0,6,50,1,3,0,1
27326,35,0,6,40,1,4,2,0
19845,19,1,4,30,0,1,2,0
22577,27,0,5,40,0,1,2,0
6898,44,1,1,56,1,1,2,0
27589,51,0,5,40,1,1,2,1
10154,17,1,5,20,2,0,2,0
16046,38,1,0,35,0,3,2,0
21101,44,1,1,44,2,2,2,0
11582,30,0,6,40,2,3,2,1
30696,34,1,0,40,0,1,2,0
14393,51,0,1,40,1,0,2,1
7654,42,0,1,40,0,1,2,1
22637,46,1,4,40,1,1,2,0
29346,21,1,1,40,1,1,2,0
8585,27,0,0,25,1,2,2,0
13810,20,1,4,25,0,1,2,0
8857,31,1,0,40,1,1,2,0
30865,18,1,4,25,1,0,2,0
30199,38,0,1,40,1,1,2,0
2485,41,0,1,50,2,1,4,1
32005,40,0,3,50,1,3,2,0
31636,44,0,1,40,0,2,2,1
9695,41,1,1,30,0,1,2,0
30977,30,0,1,40,0,0,2,0
2688,29,0,4,40,2,4,4,1
16593,49,1,5,40,2,3,2,0
10560,51,0,4,38,0,1,2,0
23785,45,0,1,40,2,0,2,0
27117,27,1,0,40,1,1,2,0
14648,46,0,5,40,1,1,2,1
14689,47,0,1,40,2,0,2,0
21706,26,1,5,40,0,3,2,0
6931,41,1,5,40,2,0,2,0
24473,39,1,0,24,0,3,2,0
4752,23,1,1,25,0,1,2,0
17558,23,1,5,30,1,0,2,0
31569,38,0,1,40,1,0,2,0
23484,66,0,1,32,0,0,2,0
32439,23,0,1,35,2,0,2,0
29635,28,0,5,35,0,1,2,0
7183,39,1,6,40,0,1,2,0
9235,48,0,1,50,1,2,2,0
21789,52,0,1,60,2,1,2,0
4143,24,1,5,40,1,1,3,0
2779,42,0,3,35,1,5,4,1
21116,50,0,1,58,2,1,2,0
9863,37,0,3,55,1,3,2,1
6595,34,0,1,40,0,1,2,0
12320,25,1,5,30,1,1,2,0
19690,32,1,1,40,1,1,2,0
29595,18,1,4,30,1,0,2,0
28649,35,1,1,40,1,0,2,0
10642,49,0,5,40,0,1,2,1
7392,57,1,0,40,0,1,2,0
12983,39,0,3,40,0,3,2,0
1691,56,1,6,60,2,4,4,1
26958,26,1,5,16,2,1,2,0
8524,23,1,1,40,2,1,2,0
31389,50,1,6,50,1,4,2,0
1699,45,1,1,56,0,1,4,1
23475,33,1,5,40,1,1,2,0
1626,43,0,3,55,2,6,4,1
32165,33,1,1,60,1,1,2,0
1734,61,0,1,40,0,1,4,0
15210,70,1,6,55,2,3,2,0
24203,59,0,1,45,2,1,2,0
12965,49,0,0,40,1,1,2,0
11503,45,1,5,50,1,1,2,1
31504,19,1,4,38,0,1,2,0
20897,27,1,1,40,1,3,2,0
26104,37,1,6,40,1,4,2,1
10178,37,0,3,40,0,4,2,1
15694,19,1,1,50,1,1,2,0
14565,44,1,0,40,1,1,2,0
13488,30,0,1,40,1,2,2,1
17273,55,0,4,50,2,1,2,0
12863,69,0,1,16,0,1,2,0
8129,35,1,5,40,2,2,2,0
22548,34,0,6,40,0,3,2,0
5396,47,1,0,40,0,1,2,0
32228,52,0,6,50,1,3,2,1
17627,51,0,3,47,0,4,2,1
29141,34,1,5,35,0,3,2,0
26997,36,0,1,40,1,1,2,0
2470,47,0,3,45,1,4,4,1
22411,59,1,0,34,1,1,2,0
10511,27,1,0,20,1,1,2,0
439,45,0,3,35,0,4,0,1
248,29,0,0,20,0,1,0,0
4397,38,1,1,28,1,1,2,0
27039,22,1,5,35,0,1,2,0
32342,34,0,1,40,1,3,2,1
25749,40,0,5,45,1,1,2,0
27325,59,0,0,40,1,1,2,1
9350,19,1,1,30,1,1,2,0
21148,44,0,6,45,1,1,2,1
2180,31,1,6,50,1,3,4,1
8479,47,0,5,40,1,2,2,0
1080,25,1,6,60,0,3,0,0
26263,51,1,0,40,2,0,2,0
7925,36,1,1,45,1,1,2,0
11636,29,1,5,38,1,1,2,0
18471,50,0,1,50,2,1,2,0
296,36,0,1,40,2,1,0,0
21633,43,0,3,35,1,3,2,0
24363,21,1,5,40,0,1,2,0
13913,22,1,5,30,1,2,2,0
9457,29,0,4,50,2,2,2,0
4068,67,1,1,34,0,0,3,0
27764,22,1,3,20,2,1,2,0
11778,28,0,1,40,1,1,2,0
28069,34,0,1,55,0,1,2,1
1445,29,1,1,40,1,1,0,0
31748,31,1,3,40,1,3,2,0
15232,26,1,0,40,1,1,2,0
21175,43,1,6,40,1,1,2,1
18708,33,1,0,65,1,1,2,0
19213,44,0,1,45,1,1,2,0
24058,36,0,1,60,0,5,2,0
11689,44,1,3,40,2,5,2,0
8551,31,0,1,40,2,1,2,1
4975,18,1,0,20,2,0,2,0
30755,61,0,1,40,1,1,2,0
1354,28,1,3,40,1,3,0,1
22049,43,0,3,40,1,3,2,0
18946,54,0,5,40,0,0,2,0
3795,59,0,0,30,0,3,3,0
5899,50,0,6,40,1,3,2,1
8444,25,1,0,40,2,1,2,0
7968,48,1,6,40,1,1,2,0
5042,51,0,5,40,0,0,2,0
18064,43,0,1,53,1,3,2,0
24727,28,1,5,50,1,0,2,0
25915,37,0,1,40,1,0,2,0
5085,22,1,0,40,1,2,2,0
5302,31,1,5,42,2,0,2,0
31495,32,0,3,50,2,4,2,0
20728,37,0,1,65,2,3,2,1
10880,31,0,1,40,2,0,2,0
14059,26,1,1,40,0,3,2,0
12913,29,1,0,40,2,1,2,0
25252,28,1,6,50,1,1,2,0
21770,55,0,6,25,1,1,2,0
11592,30,1,6,40,1,1,2,0
3722,42,0,1,45,1,1,3,1
429,51,0,6,60,1,3,0,1
4074,46,1,6,60,0,1,3,0
27119,46,0,0,40,1,1,2,1
20945,35,1,0,40,0,1,2,0
5025,23,1,4,40,0,1,2,0
23399,20,1,5,27,1,1,2,0
3506,72,0,3,20,0,1,3,0
18427,38,0,5,40,1,1,2,0
6715,28,1,0,40,1,1,2,0
25172,32,0,1,50,1,1,2,1
19673,26,1,1,40,1,1,2,0
5808,30,1,0,40,0,1,2,0
9887,35,0,1,40,1,1,2,0
17096,26,0,3,40,1,1,2,0
13164,74,0,4,40,1,1,2,1
11846,26,1,1,40,1,1,2,0
29609,23,0,1,40,2,0,2,0
26367,26,0,0,40,1,1,2,0
18304,51,0,1,50,0,1,2,0
9542,41,0,1,40,1,1,2,1
9555,23,1,6,50,2,1,2,0
24082,34,0,1,40,1,1,2,1
24218,26,0,6,40,0,3,2,1
26727,27,1,5,40,1,3,2,0
12383,39,1,5,40,1,1,2,0
30815,20,1,3,30,2,2,2,0
24000,33,1,4,43,1,0,2,0
12605,41,0,1,40,2,0,2,0
18741,26,1,5,35,2,1,2,0
16817,26,0,5,40,1,1,2,0
1481,23,1,3,40,1,3,0,0
22759,62,0,4,35,0,4,2,0
11203,34,0,1,55,1,1,2,1
21541,60,0,1,40,2,1,2,1
5427,54,0,1,40,1,1,2,0
18029,17,1,4,20,2,0,2,0
22426,42,0,6,40,1,4,2,1
12941,68,0,3,55,2,3,2,1
947,31,0,1,40,2,1,0,1
27032,42,0,1,40,1,1,2,0
30777,21,1,5,25,0,1,2,0
19280,47,0,1,45,0,1,2,0
13047,47,0,0,35,1,1,2,0
1311,46,1,1,48,1,1,0,0
29528,36,1,5,40,0,2,2,0
6843,38,1,1,40,1,0,2,0
17578,41,1,1,27,1,1,2,0
13035,56,0,1,40,1,3,2,0
20228,32,1,0,46,0,3,2,0
5076,36,1,1,20,1,2,2,0
12634,37,0,0,40,0,1,2,1
23487,28,1,4,40,0,3,2,0
7413,46,0,6,40,1,1,2,0
6524,49,0,1,50,0,1,2,0
26648,20,1,1,30,1,0,2,0
7212,56,0,1,40,2,0,2,0
9199,46,0,5,40,1,5,2,1
30692,41,0,1,32,2,0,2,0
8496,47,0,0,40,1,1,2,1
14549,29,1,5,35,1,1,2,0
15403,28,0,6,55,0,3,2,0
16005,31,0,1,55,2,2,2,0
24714,29,0,1,44,2,2,2,1
5190,41,0,1,55,2,2,2,0
16527,38,0,1,40,2,1,2,0
11401,29,1,0,40,1,3,2,0
22036,32,0,0,40,2,3,2,0
13015,49,1,6,45,1,2,2,0
28474,46,1,3,40,0,5,2,1
6690,27,1,3,40,1,1,2,0
11131,43,0,6,44,0,1,2,0
16190,24,1,0,25,1,1,2,0
28233,61,1,1,45,1,3,2,0
322,34,1,5,40,1,3,0,0
4035,37,1,6,40,1,1,3,0
11136,20,1,5,20,1,1,2,0
22692,42,0,6,48,1,3,2,1
16553,27,1,0,38,2,1,2,0
4156,17,1,0,20,2,0,3,0
31286,27,0,4,40,1,1,2,0
22611,28,0,1,40,2,1,2,0
10114,51,1,6,40,0,1,2,0
13544,36,1,3,45,2,3,2,1
15585,49,0,1,20,2,1,2,1
32175,24,1,6,40,2,1,2,0
31123,50,0,1,40,1,1,2,1
18307,39,1,6,50,1,3,2,1
11780,58,1,0,37,1,1,2,0
29572,51,0,3,40,1,1,2,1
19821,27,1,3,16,1,1,2,0
23265,45,0,1,40,2,4,2,0
28534,43,0,0,40,1,1,2,0
30941,35,1,5,30,0,1,2,0
8212,42,0,4,40,0,1,2,1
26425,17,1,5,40,2,0,2,0
26777,47,0,6,50,0,3,2,1
4944,39,1,1,24,2,1,2,0
30828,34,0,1,45,2,1,2,0
21368,50,1,0,40,0,1,2,0
2959,45,1,0,35,1,1,4,0
6692,46,0,1,40,2,1,2,0
14010,29,0,5,40,0,3,2,0
1266,27,1,1,26,0,1,0,0
20205,62,0,1,40,2,1,2,0
69,42,0,3,60,0,5,0,1
5547,33,1,5,40,1,1,2,0
15573,24,1,1,25,0,1,2,0
10742,27,0,6,40,1,3,2,0
16717,23,0,4,45,1,1,2,0
32357,37,0,6,50,1,1,2,1
5788,48,1,1,40,0,1,2,0
12500,48,1,5,34,1,0,2,0
17419,29,0,1,40,0,1,2,0
28933,35,0,1,45,1,1,2,0
1560,30,0,6,50,1,3,4,1
25831,32,1,1,40,1,1,2,0
18532,56,0,1,40,2,0,2,0
16394,34,1,1,55,1,1,2,0
5721,46,1,6,40,1,1,2,0
32348,42,1,0,40,2,1,2,0
20296,54,1,1,45,1,0,2,1
2337,53,1,5,50,1,3,4,1
17828,25,1,4,45,1,1,2,0
7820,66,0,1,40,1,1,2,0
11757,17,1,5,30,2,0,2,0
491,47,0,1,45,1,1,0,1
18652,36,0,1,45,1,2,2,0
26444,66,0,1,40,2,0,2,0
10456,20,1,1,35,1,1,2,0
1491,69,1,0,38,2,1,1,0
15988,27,0,3,50,2,5,2,1
16544,69,0,4,33,1,1,2,0
10718,40,1,0,35,0,1,2,0
31886,32,1,1,40,1,1,2,0
4140,38,1,4,40,1,3,3,0
11616,29,1,5,40,1,2,2,0
26761,42,1,1,40,1,1,2,0
16179,21,1,4,20,2,1,2,0
19633,31,1,3,50,1,4,2,0
638,30,0,6,40,2,1,0,1
6002,19,1,1,30,1,1,2,0
26185,42,1,3,60,1,5,2,1
13956,52,1,5,50,1,1,2,0
19046,47,0,6,40,0,1,2,0
25394,25,1,4,50,0,3,2,0
11822,31,0,5,40,0,1,2,0
25137,33,0,4,45,1,1,2,1
6021,19,1,1,45,0,1,2,0
5178,21,1,0,40,0,1,2,0
3498,32,1,1,40,1,0,3,0
72,41,0,3,45,2,5,0,1
27313,28,1,4,20,1,2,2,0
18217,28,1,1,40,2,1,2,0
14406,38,1,4,50,1,3,2,0
23196,18,1,4,30,1,0,2,0
14631,51,0,3,40,0,3,2,1
3213,59,1,3,60,1,4,3,1
31380,23,1,5,25,1,1,2,0
12939,27,0,5,48,1,3,2,0
15369,40,0,6,40,1,2,2,1
2240,62,0,1,40,2,1,4,0
29180,18,1,5,20,0,0,2,0
30798,36,1,1,40,2,1,2,0
20551,19,1,1,35,1,1,2,0
6602,80,0,1,30,2,0,2,0
16683,33,0,1,50,1,1,2,0
24777,29,1,4,25,0,1,2,0
25401,65,1,0,20,1,1,2,0
4101,34,1,3,20,0,2,3,0
4757,42,0,5,40,1,0,2,0
7047,36,1,6,50,1,2,2,0
24924,19,1,4,30,1,1,2,0
10930,34,0,1,40,1,1,2,0
13817,45,1,6,40,1,2,2,0
6493,42,0,1,60,0,1,2,0
19910,43,0,1,40,2,0,2,0
1964,43,0,3,50,1,3,4,1
20176,27,1,0,36,1,1,2,0
4996,38,0,4,50,2,3,2,1
28425,32,1,1,60,1,1,2,0
20165,21,1,0,35,1,1,2,0
26900,19,1,1,25,0,1,2,0
19932,53,0,1,35,1,0,2,0
29355,40,0,1,40,1,2,2,1
15251,42,1,6,40,0,1,2,0
6237,58,1,1,40,1,1,2,0
16539,57,0,5,40,2,2,2,0
20736,19,1,1,40,1,1,2,0
1587,72,0,3,50,2,5,4,1
16929,42,0,1,50,0,3,2,0
6501,55,0,4,60,0,3,2,1
16141,37,0,1,40,0,1,2,0
7367,30,1,3,40,2,3,2,0
27024,52,0,5,52,1,1,2,1
18750,33,0,3,40,1,1,2,0
25521,33,0,3,50,1,3,2,1
19616,18,1,5,26,2,1,2,0
3866,22,1,4,40,1,1,3,0
5261,65,0,1,30,1,1,2,0
14657,40,1,5,40,0,1,2,0
22604,34,0,5,40,1,1,2,1
23247,56,0,3,50,0,6,2,0
7828,28,1,1,40,0,1,2,0
10805,35,0,4,52,1,3,2,1
4072,66,1,1,40,2,0,3,0
22520,23,1,0,50,1,1,2,0
22457,35,1,4,40,1,1,2,0
19001,34,0,6,40,1,4,2,0
19146,31,1,5,38,1,1,2,0
22618,49,1,5,40,1,3,2,0
28743,24,1,3,30,1,3,2,0
18006,32,0,1,40,0,0,2,0
13111,31,1,3,40,1,3,2,0
23211,22,1,1,40,0,1,2,0
17095,37,1,1,40,2,1,2,0
23549,35,0,0,50,1,4,2,0
11158,26,1,1,48,1,0,2,0
10282,51,0,1,40,1,1,2,0
7140,51,0,6,40,1,3,2,1
7521,51,0,3,45,0,3,2,0
16290,26,0,3,50,0,1,2,0
18713,46,0,5,40,2,3,2,0
21209,48,0,6,40,1,3,2,1
9242,34,0,1,40,2,1,2,0
28,37,1,1,50,2,0,0,1
22327,29,1,1,40,0,0,2,0
11724,21,1,4,20,0,1,2,0
4422,64,1,1,40,0,0,2,0
24699,47,1,1,50,2,3,2,0
854,61,0,0,40,1,1,0,1
22014,17,1,5,35,0,0,2,0
19779,28,1,1,50,1,0,2,0
11257,50,0,1,50,0,1,2,0
27067,27,1,1,45,2,1,2,0
18349,40,1,4,40,1,1,2,0
23522,21,1,1,55,2,1,2,0
1425,38,0,5,40,2,4,0,0
16738,24,1,5,40,2,1,2,0
9966,23,1,5,30,1,1,2,0
24119,35,1,5,40,0,1,2,0
22612,54,0,3,56,2,1,2,1
29476,52,1,0,40,1,1,2,0
15231,22,1,0,40,0,2,2,0
18669,22,1,5,35,2,1,2,0
23396,53,0,3,40,0,6,2,0
11870,57,0,1,52,2,1,2,0
18637,33,0,3,45,0,4,2,0
5649,30,0,4,40,0,1,2,0
14999,36,1,0,40,1,1,2,0
23203,41,1,1,30,1,0,2,0
18478,42,1,5,40,1,2,2,0
16908,45,0,1,40,0,1,2,0
15143,26,1,0,40,1,3,2,0
1041,28,0,1,40,1,1,0,0
10407,48,1,0,40,1,1,2,0
26757,26,0,5,25,0,1,2,0
21294,40,1,1,40,1,1,2,0
7029,34,1,5,40,1,1,2,0
15381,40,1,1,50,2,2,2,1
27270,39,1,0,40,2,2,2,0
14065,29,1,0,60,2,1,2,0
977,30,0,4,40,1,1,0,1
15804,46,0,3,40,0,3,2,1
20241,43,0,6,50,2,3,2,1
1059,52,0,6,60,1,1,0,0
22924,25,1,1,48,0,2,2,0
28189,35,0,1,40,1,1,2,0
8573,42,0,1,60,1,1,2,0
28407,38,0,1,48,0,0,2,1
10308,20,1,1,30,1,1,2,0
32445,51,1,1,48,1,0,2,0
26171,28,1,3,45,2,3,2,0
27097,37,1,5,40,1,1,2,0
8264,18,1,5,40,1,1,2,0
20525,60,0,1,20,2,0,2,0
24489,44,0,1,40,1,1,2,0
27157,35,1,1,40,1,1,2,0
5711,31,1,0,40,1,1,2,0
26193,39,1,0,40,0,1,2,0
31128,56,0,1,18,1,1,2,0
1303,50,1,4,45,0,4,0,0
27359,33,0,1,40,2,1,2,0
30180,38,0,4,40,1,5,2,0
23737,31,0,3,40,2,3,2,1
2970,62,0,1,40,2,0,4,1
3659,30,0,4,60,1,2,3,0
30308,22,1,3,50,1,1,2,0
11831,46,0,1,40,1,1,2,0
16203,40,1,6,40,1,2,2,0
21235,43,0,5,32,1,1,2,0
31076,24,1,1,24,0,1,2,0
11491,27,1,0,45,2,1,2,0
14276,61,0,5,40,0,1,2,0
5975,35,1,1,40,1,1,2,0
10306,33,0,1,60,1,1,2,0
2476,61,0,4,36,2,1,4,1
11948,21,1,5,40,1,0,2,0
23789,51,0,1,60,1,1,2,1
9226,20,1,0,40,1,1,2,0
20255,27,1,4,50,1,1,2,0
23788,26,1,1,40,1,1,2,0
3511,32,0,6,40,2,1,3,0
24155,22,1,5,40,1,1,2,0
5809,45,0,0,40,0,3,2,0
27105,38,0,4,55,0,1,2,0
28826,44,0,6,60,1,6,2,1
20481,44,1,1,40,0,1,2,0
7655,39,0,1,52,1,1,2,1
19374,58,0,1,20,0,1,2,0
5703,49,0,1,39,1,0,2,0
3963,66,0,1,30,1,2,3,0
14158,42,0,0,40,2,1,2,0
10490,40,0,3,55,1,5,2,1
28309,45,1,1,40,1,3,2,0
23756,27,1,6,40,1,4,2,0
17302,24,1,0,35,1,1,2,0
17059,30,0,1,60,2,1,2,0
26390,24,1,1,40,0,1,2,0
31836,52,1,3,38,0,3,2,0
23,51,0,1,40,1,1,0,0
18648,40,0,1,40,0,1,2,1
533,62,1,0,40,1,1,0,0
3617,46,1,5,42,1,2,3,0
30639,35,0,1,40,0,1,2,0
9483,21,1,0,40,1,2,2,0
29295,45,0,6,48,2,1,2,1
12384,20,1,5,40,1,1,2,0
4802,29,1,0,40,0,1,2,0
4248,40,0,3,60,2,6,2,1
10204,35,1,6,40,1,4,2,0
26412,26,0,5,40,0,1,2,0
11513,46,1,4,55,0,1,2,0
2314,57,0,1,40,2,1,4,1
25991,32,0,1,40,1,1,2,0
3073,36,0,1,40,2,1,4,1
7076,43,1,6,40,0,1,2,0
